,address,tick_lower,tick_upper,amount,amount0,amount1,owner,sender,transaction_hash,block_number,timestamp
443,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202320,203400,10520313329012650,11393889368,6885226986737151464,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x1a61784f71e8ab49a9057a6a94789c93ed110d81052174ac7c2e9275fb4d9686,16781655,2023-03-08 06:07:00
444,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,201360,204600,436414944143560,1500000000,756943222684540940,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb792464f24aa59bcb22c5fb5ebb0a20d56245672d588d1ad372aeaa3e7934c73,16780904,2023-03-08 03:34:00
445,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,200940,204540,163789664428418,549039240,361834305227000093,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x4ccd424053f4289fa08b6321731ec205e3d4f205012a19866051c71e61cf6f6c,16780820,2023-03-08 03:17:00
446,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202680,202860,19937339347392011,3729022835,2142563582105568035,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xced765e1d15623fae3e0af489253dfd17004495e35f96ffcb971f311dd5d9d2d,16780799,2023-03-08 03:13:00
447,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,200340,203160,696986283763821,542561561,2009646644826336852,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x92bd8cbbe6a78f5c043bbb5b5f11fd3ecaa8af25b5a24f901b8c33ad3cc4c70e,16780298,2023-03-08 01:32:00
448,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,201780,204180,76285956746389,200000000,96587538340145090,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xa90afd24f0e49850bc8298c09f86fd07f429ed351de04549009b1f296b85264c,16779814,2023-03-07 23:54:00
449,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,183180,208980,107065086115088,1111869921,1702344918149357240,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xe0d4aefca1e2a9bd0a939938ceb32d162212761aadc76bb358767489df09eeab,16779643,2023-03-07 23:19:00
450,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,201900,203880,84991169675686187,166054232183,101369208685349138365,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x19bf6362cabae311594d1b6722846d998ae097558efbdf29b44f954d5416b64e,16779248,2023-03-07 21:59:00
451,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,201900,203880,82612065781196036,161405981406,98531644735059241672,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x0f67b239c6d046e602d1e31a81492052b4d466d4047ff1e8036a09f0957987b2,16779208,2023-03-07 21:51:00
452,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,201900,203880,80239693508577162,156720344415,95734720782193459897,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xb10b0f4600bf97cfaa54cc0386c74780d8736e6fef8e8b81d02ec9494f581749,16779173,2023-03-07 21:44:00
